,comments,label
1385,생각보다 안 비싼 거 같기도?? 예상 가격아라 그런가,
1386,쿠팡으로 사면 짭(? 올 가능성은 업나요..??,
1387,로켓배송으로 사는 애플 제품은 공식 리셀러라 다 정품이ㅔㅇ요,
1388,애플 공식 제품이에요'ㅅ'!,
1389,그럼 혹시 애플 공홈이랑 쿠팡에서 구매하는거 두개의 차이도 아시나요??? 단지 가격뿐인가요? 그럼 공홈에서 굳이 비싸게 주고 살 필요 앖는거 아닌가요??? 근데 왜 공홈에서 사시는 분들도 계시는걸까요???( 진짜 몰라서 여쭤보는거예요!! 저도 이번에 12 사려는 사람으로써....쓰다보니 텍스트라 따지는것처럼 보이는데 혹시라도 오해마세요!!!!,
1390,"차이없어요 쿠팡이 아이폰 사전예약 할인으로 좀더 싸게 파는 거고, 뭐 학생할인 되는 패드같은건 공홈이 더 쌀 때도 있고 그래요",
1391,아 감사합니다!!!!!!!!!,
1392,가격도 가격인데 쿠팡 배송이 빠른것도 이유중 하나예요!!,
1393,아 쿠팡에서 살지 직구할지 너무 고민돼요ㅠ잃지 못하는 무음 카메라ㅠ,
1394,무음은 단축어로도 돼요!,
1395,이제 안되던데욥 ㅠㅠㅠㅠ,
1396,아 정말요 ?̊̈?저는 지굼 단축어로 무음하고있어서...,
1397,혹시 업데이트 하셨는데도 단축어로 무음 가능한가요?,
1398,배우 김성규에게,
1399,네네 업ㄷ이트했는데도 무음이예요 저는!,
1400,iOS14부터 안 돼요! 12는 출고부터 14입니다,
1401,✍️ 자급제......... 로... 사기..... XS를 그냥 샀어서..... 가격이 싸게 느껴지네요.....,
1402,아직도 통신사 껴서 할부하는 나 ..... 벗어나야겠어요 꼭,
1403,쿠팡에서 일시불로 해도 할인 받나욤??,
1404,본문 기준으로 즉시할인 10퍼는 다 받는 거 같고 쿠팡캐시 항목도 가능 결제수단에 체크카드 있는 것으로 보아 주는 거 같아요!,
1405,자급제로 사면 그대로 lte요금제 쓸 수 있는건가요?,
1406,넹넹 유심만 옮기는거라 그대로 쓰는거에영!,
1407,공기계로 사야돼요 아니면 알뜰폰으로 사야돼요?,
1408,질문이 어떤 뜻인지 모르겠지만 자급제는 공기계이고 대부분 자급제를 구매하시고 알뜰요금제를 사용하셔요!,
1409,그 아이폰 기계를 사려고 하면 공기계/알뜰폰 중에 고르라고 하더라구요기계만 사고 유심 쓰던 거 꽂아서 쓰려고 하면 공기계로 사면 되겠죠??,
1410,넵넵 공기계예요 아무 알뜰폰요금제를 잘못보신것같은데 그냥 나중에 12나오면 자급제로 구매하시면 되요!!,
1411,체크카드도 혜택 받을 수 있어요??,
1412,만약에 즉시할인되는 카드사의 체크카드가 있다면 애초에 카드를 고를때 ㅇㅇ카드(즉시할인) 이 떠서 할인은 가능할거예요~~^^다만 무이자할부 혜택은 못 받습니다.,
1413,아이패드도 얼른 해줬으면ㅠㅠㅜㅜㅜ이러다 종강하겠어요,
1414,11보다 안좋다는 소문⍤⃝𓂭 있어서..ㅜ,
1415,12가 11보다 안좋다는이야기인가요???,
1416,12가 11보다 훨씬좋은데요? 일단 디스플레이 부터가 넘사벽,
1417,22,
1418,11보다 안 좋다는 건 말이 안 되는데요....?,
1419,타 오픈마켓 직원이라 쿠팡 안쓰ㄴ데 하 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,
1420,쿠팡으로 애플워치랑 아이패드프로 구매했는데 한번에 양품이 온 적이 없어요.. ㅠㅠ,
1421,헉 둘 다 그럼 교환하셨었나요 ??,
1422,네! 고객센터 문의하니까 친절하게 응대해 주시긴 했지만 번거롭고 바로 사용할 수 없어서 실망했어요 ㅜㅜ,
1423,자급제로 폰 사면 지금 휴대폰 보험은 해지되겠죠??? ㅠㅠㅠ 보험 없이는 못 쓸 텐데 ㅠㅠㅠㅠ,
1424,아이폰 애케플 가입가능해요애케플은 통신사 상관없이 아이폰 기기자체에 적용되는 보험이에요,
1425,"배터리때문에 고민중,,,,ㅠ",
1426,사고 싶다...,
1427,쿠팡에서 사고싶은데 사전예약 바로 품절될것 같아서 무섭 ㅠ,
1428,😮,
1429,오 쿠팡캐시 좋당.... 저같은 기숙사생한텐 완전 이득...! 쿠팡으로 먹을 거 많이 사는데,
1430,그럼 쿠팡에서 폰 사고 유심만 옮기면 되나요??,
1431,네^^,
1432,부 부회장님..!,
1433,우와 미니 여기서는 85만 원이네... 갖고 싶다 ㅜㅜ,
1434,이번에 자급제로 몰려서 쿠팡 5분컷 이내일거같아요 ㅠㅠ,
1435,진짜 싸다... 제발 겟또하게 해주세요🙏🙏🙏,
1436,6s 탈출하고싶어요ㅠㅠㅠㅠ,
1437,확실히 자급제가 저렴하네요,
1438,저 가격은 64g가격인가여??,
1439,신카가 없어서 강제 선약^^..,
1440,즉시 할인이랑 국민카드 할인은 중복이 안 되는 거죠??,
1441,됩니당! 국민카드는 할인아니고 구매 적립금 개념이에요!이마트에서 뭐 사면 신세계 적립금 주는 그런 개념요!,
1442,아아 이해했어요! 그럼 국민카드로 하면 7% 적립이라는 거네요! 감사합니다~,
1443,어떻게 사야할지 모르겠는데 쿠팡이 해택은 좋은거죠???,
1444,Xs유저는 존..버..!,
1445,이미5g요금제라.. 자급제 쓰나마나죠?ㅜ,
1446,사전예약 언제쯤일지ㅠㅠ 매우 궁금하네유ㅠㅠ,
1447,자급제로 구입하면 선택약정은 못받나요?..,
1448,이렇게 구매하면 에케플로만 보험 가능한거죠?? 그럼 20만원 추간디.. 넘 비싼디..ㅠ,
1449,자급제로 기계만 사고 알뜰폰 요금제 할 수 있는 건가요?!,
1450,오잉 근데 사진 2019년이고...예전에 한 거 바탕으로 예상인 건가요..?,
1451,넹 제목에도 예상이라고 적혀있네요본문에도 11 혜택과 동일하다고 적용시라고 적혀있어요,
1452,이랬으면 좋았을 것을,
1453,사실 요즘은 새로 나와도 전시리즈랑 뭐가 다른지 모르겠어요ㅠ,
1454,💯,
1455,😥,
1456,전 그래서 그냥 이쁜 폰 사요ㅋㅋㅋㅋㅋ,
1457,😥,
1458,🤤,
1459,사실 요즘은 새로 나와도 전시리즈랑 뭐가 다른지 모르겠어요ㅠ,
1460,💯,
1461,😥,
1462,전 그래서 그냥 이쁜 폰 사요ㅋㅋㅋㅋㅋ,
1463,😥,
1464,🤤,
1465,👏,
1466,made in 91은 뭘깡..,
1467,👏,
1468,made in 91은 뭘깡..,
1469,충전기 없는게 진짜 오바 에바 쌈바네요,
1470,에바네 고민이다,
1471,여러분 ★이어폰★도 없어요...에어팟 사라는 말인 것 같아요,
1472,헐 이어팟도 빠졌어요?,
1473,네 본체와 케이블....끝이에요,
1474,😂,
1475,👍,
1476,😂,
1477,😂,
1478,😂,
1479,😂,
1480,😂,
1481,😂,
1482,😂,
1483,😂,
1484,😭,
1485,앜ㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠㅠㅠ,
1486,헐ㅋㅋ,
1487,경영권이랑은 상관이 없죵,
1488,유우머...,
1489,"오 저도 유머로 받아들인건데용,,?",
1490,이모티콘들 사이에 잇어서 유머가 아닌걸로 느껴졋네요 즐티하세욤!,
1491,2222,
1492,333,
1493,444,
1494,55,
1495,66,
1496,77,
1497,유머인거 알지만 저 같아도 자식에게 경영권 주고 싶지 않을거 같아요 돈이 없는것도 아니고 힘든길을 자식에게 물려주고 싶지 않을거 같네용,
1498,과연 약속을 지킬까요ㅠ,
1499,지금은 갤럭시 쓰더라고욬ㅋㅋㅋㅋㅋ,
1500,앜ㅋㅋㅋㅋㅋ진짜요???ㅋㅋㅋㅋㅋㅋㅋ귀엽다요,
1501,근데 늘 생각한건데 따님분 배우 이ㅇ비님 닮은것같아요,
1502,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌㅋㅋ,
1503,🤣,
1504,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
1505,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
1506,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌ,
1507,😂,
1508,경영권이 없어도 뭐... 이미 평생 놀고 먹을 수 있는 재산이 있으니까 ^^,
1509,경영권 없이 재산만 물려줘도 뭐...,
1510,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
1511,내가 자식이었으면 ^^ 이게 더 좋을 듯,
1512,근데 경영도 쉬운 일이 아니다보니 오히려 자녀를 생각하신 결정이실수 있겠단 생각이..,
1513,경ㅇ영권 없어도 되니까...,
1514,와 그럼 자기 할아버지 때부터 이어져오던 회사를 남에게 준다는 건가..,
1515,전문경영인을 쓰는 방법도 있을 것 같아욤 ..!,
1516,전문경영인이 남 아닌가용??,
1517,"전문 경영인을 쓰면 소유랑 경영을 분리한다고 전 알고있어요..!그래서 아예 남주는 것은 아닌 ,, 하하",
1518,아핫 저는 본문에 경영권이라 쓰여있어서 댓글을 잘못 이해했네용 ~! 친절하게 답해주셔서 감사합니다 즐티하세욤,
1519,😂,
1520,ㅌㅋㅋㅋㅋㅋㅋㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅌㅋㅌㅋㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅋㅋㅋㅋㅋ,
1521,전문경영인 쓰시려나...어차피 20년 후의 일이겠네요,
1522,앜ㅋㅋㅋㅋㅋ이렇게 짤 두개 붙여놓으니까 진짜 아이폰 써서 경영권 안주는거같아요 귀엽 ㅋㅋㅋㅋ,
1523,근데 저 아이폰 친구 거라고 하지 않았나요?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
1524,앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
1525,경영권은 안주고 주식만...?,
1526,자식입장에선 경영권안받는게 맘편할수도! 부럽ㅠㅠ😂😂,
1527,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아이폰ㅋㅋㅋㅋㅋ,
1528,어차피 주식 다 물려주겠죠 뭐 그럼 직접 경영하지 않고도 돈만 챙길 수 있는...ㅎ사실상 제일 좋은거,
1529,아~!~!~ 저 갤럭신데~!~!~ 저한테 주시면 되게따~!~!~!^^,
1530,얼마나 머리 아픈 일인데 그럴만두..,
1531,경영세습을 본인까지만 하겠다는 의미인강...,
1532,ㅋㅋㅋㅍㅋㅋㅋㅋㅋㅋㅋㅋ,
1533,잉ㅋㅋㅠㅠ,
1534,😂,
1535,👍,
1536,😂,
1537,😂,
1538,😂,
1539,😂,
1540,😂,
1541,😂,
1542,😂,
1543,😂,
1544,😭,
1545,앜ㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠㅠㅠ,
1546,헐ㅋㅋ,
1547,경영권이랑은 상관이 없죵,
1548,유우머...,
1549,"오 저도 유머로 받아들인건데용,,?",
1550,이모티콘들 사이에 잇어서 유머가 아닌걸로 느껴졋네요 즐티하세욤!,
1551,2222,
1552,333,
1553,444,
1554,55,
1555,66,
1556,77,
1557,유머인거 알지만 저 같아도 자식에게 경영권 주고 싶지 않을거 같아요 돈이 없는것도 아니고 힘든길을 자식에게 물려주고 싶지 않을거 같네용,
1558,과연 약속을 지킬까요ㅠ,
1559,지금은 갤럭시 쓰더라고욬ㅋㅋㅋㅋㅋ,
1560,앜ㅋㅋㅋㅋㅋ진짜요???ㅋㅋㅋㅋㅋㅋㅋ귀엽다요,
1561,근데 늘 생각한건데 따님분 배우 이ㅇ비님 닮은것같아요,
1562,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌㅋㅋ,
1563,🤣,
1564,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
1565,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
1566,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌ,
1567,😂,
1568,경영권이 없어도 뭐... 이미 평생 놀고 먹을 수 있는 재산이 있으니까 ^^,
1569,경영권 없이 재산만 물려줘도 뭐...,
1570,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
1571,내가 자식이었으면 ^^ 이게 더 좋을 듯,
1572,근데 경영도 쉬운 일이 아니다보니 오히려 자녀를 생각하신 결정이실수 있겠단 생각이..,
1573,경ㅇ영권 없어도 되니까...,
1574,와 그럼 자기 할아버지 때부터 이어져오던 회사를 남에게 준다는 건가..,
1575,전문경영인을 쓰는 방법도 있을 것 같아욤 ..!,
1576,전문경영인이 남 아닌가용??,
1577,"전문 경영인을 쓰면 소유랑 경영을 분리한다고 전 알고있어요..!그래서 아예 남주는 것은 아닌 ,, 하하",
1578,아핫 저는 본문에 경영권이라 쓰여있어서 댓글을 잘못 이해했네용 ~! 친절하게 답해주셔서 감사합니다 즐티하세욤,
1579,😂,
1580,ㅌㅋㅋㅋㅋㅋㅋㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅌㅋㅌㅋㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅋㅋㅋㅋㅋ,
1581,전문경영인 쓰시려나...어차피 20년 후의 일이겠네요,
1582,앜ㅋㅋㅋㅋㅋ이렇게 짤 두개 붙여놓으니까 진짜 아이폰 써서 경영권 안주는거같아요 귀엽 ㅋㅋㅋㅋ,
1583,근데 저 아이폰 친구 거라고 하지 않았나요?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
1584,앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
1585,경영권은 안주고 주식만...?,
1586,자식입장에선 경영권안받는게 맘편할수도! 부럽ㅠㅠ😂😂,
1587,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아이폰ㅋㅋㅋㅋㅋ,
1588,어차피 주식 다 물려주겠죠 뭐 그럼 직접 경영하지 않고도 돈만 챙길 수 있는...ㅎ사실상 제일 좋은거,
1589,아~!~!~ 저 갤럭신데~!~!~ 저한테 주시면 되게따~!~!~!^^,
1590,얼마나 머리 아픈 일인데 그럴만두..,
1591,경영세습을 본인까지만 하겠다는 의미인강...,
1592,ㅋㅋㅋㅍㅋㅋㅋㅋㅋㅋㅋㅋ,
1593,잉ㅋㅋㅠㅠ,
1594,생각한거보다 성별차이가 크네요,
1595,남성들이 갤럭시를 더 많이 쓰는 이유가 있을까요? 신기하네요 뭔가..,
1596,아이폰 불편해요갤럭시 너무 편해요아이폰 쓸데없이 안되는게 너무 많아요,
1597,😥,
1598,어쩌다보니 lg...,
1599,엘지 잘하자... 엘지 스마트폰 좋아요,
1600,"갤럭시쓰는 사용자고 새폰살려고알아보는중인데,, 다양하게안나왔으면좋겠어요 s,s+,울트라,, 이렇게 다양하게나오면서 기존에있었던 기능도 울트라에만 넣는다던가 최신작인데 스펙이더안좋다거나 좋았던기능이 왜 사라지는지의문이에요,, 가성비좋은거는 a시리즈로 충분하다고생각합니다 노트나 s시리즈는 좀 잘만들었음좋겠어요 최신폰인데 고속충전지원안되는게말이됩니까,, sd카드도 울트라만지원되고,, 좋은것만부풀려서광고안했으면 좋겠어요",
1601,Lg~,
1602,남초커뮤에서는 사과마크만 붙어있으면 다 산다고 조롱 많이 하더라구요,
1603,뭐 맞긴하죠,
1604,천명이면 표본이 적다는 생각이 들지만 흥미롭네요,
1605,엘지 진짜 다시는 안 쓸 생각입니다 줘도 안 써요...,
1606,😂,
1607,😂,
1608,💯,
1609,💯,
1610,😂,
1611,ㅋㅋㅋㅋ,
1612,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
1613,💯,
1614,💯,
1615,😂,
1616,💯,
1617,💯,
1618,👊🏻,
1619,👊,
1620,ㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
1621,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
1622,근데 웃긴게 아이폰이 가벼워지는 것도 아니고 아이폰 상자가 작고 가벼워지면 뭐... 상자들고 다니는 것도 아니고 무슨 소용일까요...,
1623,운송차에 아이폰을 더 많이 실을 수 있고 이로 인해 전체 운송횟수가 줄어들면 탄소를 덜 배출한다.. 라고.. 하더라고요...,
1624,오... 그렇군요... 알려주셔서 감사합니다 😌,
1625,탄소 얘기가 뭔가 했는데 이 말 이었군요 덕분에 알고 갑니다,
1626,진짜ㅋㄱㅋㄱㅋㄱㅋ 잔머리 잘 굴리네요,
1627,아이폰도 가벼워져요!,
1628,오아 정말요?? 신기하네요 😲,
1629,ㅋㅋㅋ 아이폰이 전작보다 가벼워 지긴 했는데 충전기를 빼서 가벼운 건 아니에요! 헷갈리실까봐요 :),
1630,그쵸...? 저는 이렇게 알고 있었는데 제가 잘못 안 건가 싶었어요 ㅋㅋㅋ 감사합니당 🤍,
1631,눈가리고 아웅이죵 버려지는 배터리가 너무 많다고 배터리 통일하자고 하는거  바락바락 반대해서 못하고 있는뎈ㅋㅋㅋ 그냥 배터리 파는 돈이 짭짤해서라고 하지,
1632,ㅋㅋㅋㅋㅋㅋㅋㅋ 와 위에 댓보고 애플안쓰지만 그래도 저탄소배출에 앞장서는구나.... 했는데 더 심각한 환경오염은 모른체 하는거보고 애플 걍 멍멍이 소리했단거 알고갑니닼ㅋㅋㅋㅋㅋㅋ,
1633,하지만 충전케이블 따로 배송받는게 더 탄소배출할거같은😔...,
1634,22,
1635,33,
1636,44,
1637,55,
1638,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅠㅠ,,",
1639,ㅇㅈㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
1640,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ잇섭님 최고,
1641,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
1642,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
1643,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
1644,ㅋㅋㅋㅋㅋㅋ,
1645,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
1646,(본인이 직접 삭제한 댓글입니다),
1647,"음 애플의 입장을 말씀드리자면, 어차피 주고객층들은 충성도가 높아서 계속 다음 아이폰을 사기 때문에 어댑터가 사실 굳이 필요 없는 사람이 많아요. 이번에 씨타입으로 바뀌면서 초기화 됐지만...운송뿐만 아니라 상자 제작 과정에서도 탄소배출량을 줄일 수 있고...장기적으로 보면 그렇게만은 나쁘지 않아요. 저는 물론 씨타입 어댑터가 없어서 매우 화가나는 입장이지만요 ㅜ",
1648,(본인이 직접 삭제한 댓글입니다),
1649,네 맞아요 그것도 불만사항이긴 해요ㅠ그래서 탄소 배출량도 줄이고 돈도 더 벌겠다는 마인드가 눈쌀 찌푸려지긴 하네요ㅠㅜ다만 너무 상술로만 보지 않고 나름 애플이 환경을 생각하는 태도가 꽤 진심이라는 걸 말씀드리고 싶었어요 ㅎㅎ즐티하세요!,
